Text,agg_Label,Cluster,Predicted Sentiment,Real Sentiment
know lvoe,0,Cluster 1,Negative,Neutral
happy sammy going morrow unfortunatly im gone able go club performing,0,Cluster 1,Negative,Neutral
home feel like long skate seshion got arrands,0,Cluster 1,Negative,Neutral
much better tool come across httpwwwtweepularcom twitter karma steroids,0,Cluster 1,Negative,Neutral
yep freezing hate winter im literally wearing blackets,0,Cluster 1,Negative,Positive
vwll would one vwllers want add event ning httpbitlybfsh would much appreciate,0,Cluster 1,Negative,Neutral
rose hugs thanks dont know im going fix im ever going get account back,0,Cluster 1,Negative,Neutral
sleep work tomorrow,0,Cluster 1,Negative,Neutral
cloudy outside,0,Cluster 1,Negative,Neutral
safe flight home jade,0,Cluster 1,Negative,Neutral
stop,0,Cluster 1,Negative,Negative
thanks ali freakin ball great company awesome venueswhat could girl want love ya,0,Cluster 1,Negative,Positive
figured youd bouncing,0,Cluster 1,Negative,Neutral
glad see red bull air racers keeping us loop,0,Cluster 1,Negative,Neutral
think sunstroke,0,Cluster 1,Negative,Neutral
got refused bottle morgans tesco despite saying helen could verify age shocking left shopping x,0,Cluster 1,Negative,Neutral
bottle reisling time favorite,0,Cluster 1,Negative,Neutral
haha thats way cool good morning,0,Cluster 1,Negative,Positive
please remember need helmet bike asap talk later ok hope head bad,0,Cluster 1,Negative,Positive
oh silence verona wanting go jaja enjoyyitverymuch bring phothos danny dougie,0,Cluster 1,Negative,Neutral
wolverine much fun gambit bit disappointing neither smooth cajun enough taste pretty though,0,Cluster 1,Negative,Neutral
friday made miss high school,0,Cluster 1,Negative,Neutral
tubes closed th th june idea get venue,0,Cluster 1,Negative,Neutral
im moving canada,0,Cluster 1,Negative,Neutral
really really wants go see coraline,0,Cluster 1,Negative,Neutral
got home bea kinda boring year hung great authors coworkers,0,Cluster 1,Negative,Neutral
g day hasnt without ur running conversation day,0,Cluster 1,Negative,Neutral
getting ready drop something man hang friend instead,0,Cluster 1,Negative,Positive
wish class last year,0,Cluster 1,Negative,Neutral
trueand poetic beautiful,0,Cluster 1,Negative,Positive
even try deep inside kno pain side,0,Cluster 1,Negative,Neutral
hey pinky ordered stuff site gave got yesterday mail pretty thanks,0,Cluster 1,Negative,Neutral
oh yea yea yea eating tonite woo eating tonight eating tonite diet finding nemo,0,Cluster 1,Negative,Neutral
ish okay loveee,0,Cluster 1,Negative,Neutral
calls bella,0,Cluster 1,Negative,Neutral
blackberry soon approaching death,0,Cluster 1,Negative,Negative
would youre far away,0,Cluster 1,Negative,Neutral
plan successful,0,Cluster 1,Negative,Positive
wow hate staples right majorly thanks complete fucktards killing productivity,0,Cluster 1,Negative,Positive
stoppped following ama really need clean break another note kate super nice right work,0,Cluster 1,Negative,Neutral
cousins moved like years ago miss much looking facebook im sad,0,Cluster 1,Negative,Neutral
wondering happened sun may grey,0,Cluster 1,Negative,Neutral
hate presentation hahah whatever im glad,0,Cluster 1,Negative,Positive
ive heard disgruntled investors calling hoe seems totally line,0,Cluster 1,Negative,Neutral
cant believe tour almost,0,Cluster 1,Negative,Neutral
aaaah old see share mutual fate friend,0,Cluster 1,Negative,Positive
mmmmmm coffee,0,Cluster 1,Negative,Neutral
least kids havnt gotten big still say mommy ilove awww sweet lucky kids,0,Cluster 1,Negative,Neutral
really good night,0,Cluster 1,Negative,Positive
back cycling miles virtually traffic free roadsthe sun almost shiningnew pb great start day,0,Cluster 1,Negative,Neutral
hi daughters youngest turns monday time go sniffle sniffle sob sob,0,Cluster 1,Negative,Neutral
would never thing thing awesomerer minute walk work,0,Cluster 1,Negative,Neutral
bestie need,0,Cluster 1,Negative,Neutral
beginning think sun blcok haox,0,Cluster 1,Negative,Neutral
get esplained awhile ago,0,Cluster 1,Negative,Neutral
wanted get piercing thought would distracting others giving presentations u think,0,Cluster 1,Negative,Neutral
staying hve june exams docent training class need study hvng zombie movie sunday aftrn u shld come,0,Cluster 1,Negative,Neutral
yes love seen eps many time quote lines,0,Cluster 1,Negative,Positive
ps brian announced message title flow friend replied cheescake ha,0,Cluster 1,Negative,Neutral
yup sometimes kc raining pque las pinas wondering,0,Cluster 1,Negative,Neutral
glad cos u wouldnt lose fan anyway get see guys saturday evening leicester better good,0,Cluster 1,Negative,Positive
carbonara dinner made mum mom,0,Cluster 1,Negative,Neutral
logical reason youd get hollered x past hour dnw,0,Cluster 1,Negative,Neutral
haha malamang one chef,0,Cluster 1,Negative,Neutral
find colossus yet,0,Cluster 1,Negative,Neutral
happy studying nighters payed,0,Cluster 1,Negative,Positive
much day ive feet place day,0,Cluster 1,Negative,Neutral
beeen onee year,0,Cluster 1,Negative,Neutral
mayer id like see picture carl john everyone read faces youre proud love eachother,0,Cluster 1,Negative,Neutral
simple greetings unexpected people actually lighten mood ever happen,0,Cluster 1,Negative,Neutral
camera brokennn,0,Cluster 1,Negative,Neutral
really wish someone would make groupchat theme adium suited irc ymous way low contrast,0,Cluster 1,Negative,Neutral
good cya melbourne,0,Cluster 1,Negative,Positive
scream played ipod first thing comes mind bear machineeeee lol,0,Cluster 1,Negative,Positive
thanks dear neighboor also gave coffee needed best,0,Cluster 1,Negative,Positive
back bingo wfamily fun night,0,Cluster 1,Negative,Neutral
like drew said give tc chance miss thomas move watch httpbitlyrrfc,0,Cluster 1,Negative,Neutral
rec gametrying crythe pain muchi need himcant lose heart breakingg,0,Cluster 1,Negative,Neutral
sure ill try n keep p enjoy studying cya,0,Cluster 1,Negative,Positive
naw pretty tame guy costume voyagerstyle medical uni disappointed werent costume,0,Cluster 1,Negative,Neutral
morning twitfriends welcome new followers,0,Cluster 1,Negative,Neutral
grilled mushrooms olives feta cheese coffee breakfast try sleep,0,Cluster 1,Negative,Neutral
days till bh comes back la,0,Cluster 1,Negative,Neutral
lol know hahadid fall asleep get bored shaun p joke,0,Cluster 1,Negative,Positive
httptwitpiccomvr wanted visit animals late,0,Cluster 1,Negative,Neutral
spoke yesterday u didnt respond girl wassup though,0,Cluster 1,Negative,Neutral
get early feel good day walk work im feeling alright guess dont work today,0,Cluster 1,Negative,Neutral
enjoy ur night,0,Cluster 1,Negative,Positive
wish could come see u denver husband lost job cant afford,0,Cluster 1,Negative,Neutral
ive wondered rake client made clear net dont force devs learn new lang agile ccnet,0,Cluster 1,Negative,Neutral
yay good enjoy break probably need hectic weekend take care hun xxxx,0,Cluster 1,Negative,Positive
worth,0,Cluster 1,Negative,Positive
flirting going atg smiles yay hugs,0,Cluster 1,Negative,Positive
think michelle obama wanted smack melania trump plagiarizing convention speech arms,0,Cluster 1,Negative,Neutral
well finale one big mindfuck westworld,0,Cluster 1,Negative,Neutral
luis enrique first half cant remember celtic clear chance messi usual really high level fcblive,0,Cluster 1,Negative,Neutral
happy thanksgiving couple bad hombres movember firefighters thanksgiving,0,Cluster 1,Negative,Positive
viper another fucking nazi,0,Cluster 1,Negative,Neutral
viendo walking dead x el pozo thewalkingdead,0,Cluster 1,Negative,Neutral
watch peanut butter drone strikes could save endangered ferrets usfws endangeredspecies,0,Cluster 1,Negative,Neutral
wow liberals asking refund jill stein lol,0,Cluster 1,Negative,Positive
nba nuggets jazz highligts,0,Cluster 1,Negative,Neutral
nationalfastfoodday would love live chickfila,0,Cluster 1,Negative,Positive
electoral college created interests states mattered trump popular vote state level,0,Cluster 1,Negative,Neutral
get rid obamacare,0,Cluster 1,Negative,Neutral
im convinced trump wont inaugurated jan electoralcollege mounting resistance,0,Cluster 1,Negative,Neutral
insert coin sells persona gear thats nice super garish im dropping much coin,0,Cluster 1,Negative,Neutral
yaay fought us fighting stillwithher,0,Cluster 1,Negative,Negative
liked video randi show dr oz homeopathy,0,Cluster 1,Negative,Neutral
sick papal beast pope francis takes sick oath sick one man sin,0,Cluster 1,Negative,Negative
listen feelings deplorables didnt hear us campaign,0,Cluster 1,Negative,Neutral
ben carson accepted hud job still fucking around reality tv show,0,Cluster 1,Negative,Neutral
happy friday bitches screamqueens,0,Cluster 1,Negative,Positive
president deserved carried weight clinton admin weight obama admin turn,0,Cluster 1,Negative,Neutral
fight blacklivesmatter however white never turned job skin tone,0,Cluster 1,Negative,Neutral
davidcorndc voter suppression laws heard lots provisional ballots used counted,0,Cluster 1,Negative,Neutral
looked happened comey helpedif hes accomplice ignorance still traitor,0,Cluster 1,Negative,Neutral
world series champions chicago cubs major league baseballhttpstcotfkcexzimsports outdoors,0,Cluster 1,Negative,Neutral
orlando python user group meetup hosting deep learning python monday next,0,Cluster 1,Negative,Neutral
printing replacement bands clasps fitbit,0,Cluster 1,Negative,Neutral
muhammad ali best fighty punchy guy ever,0,Cluster 1,Negative,Neutral
arbys launching social campaign vegetarianism seems like shit marketing decision remember tweet end casestudy,0,Cluster 1,Negative,Neutral
closer cooperation russia advisers hezbollah aleppo would seem indicate schwerpunkt crack jihadi defences identified,0,Cluster 1,Negative,Neutral
disgrace mp tries play around people brexit,0,Cluster 1,Negative,Positive
animal testing thing,0,Cluster 1,Negative,Neutral
princess emma says put tiarai put tiara lovethisgirl puddyinherhands,0,Cluster 1,Negative,Neutral
oh westworld finale featurelength filmcoolpours tall whiskey puts seat belt,0,Cluster 1,Negative,Neutral
rickymartin ft maluma new entry w ventepaca latinhits,0,Cluster 1,Negative,Neutral
biological differences white democrats white supremacists biological dna,0,Cluster 1,Negative,Neutral
dangit wish hamburger frenchfriesright nowyummielicious nationalfastfoodday,0,Cluster 1,Negative,Neutral
sunday football american football dolores park fantastic beast find ramen palace hotel forgot westworld,0,Cluster 1,Negative,Neutral
tesla motors build cars selfdriving hardware says elon musk time,0,Cluster 1,Negative,Neutral
trying conversation dad vegetarianism pointless infuriating thing ever caveman,0,Cluster 1,Negative,Neutral
us changes vote un resolution cuba embargo vote abstained though apology tour w,0,Cluster 1,Negative,Neutral
putin ally warns russia heading towards next cuban missile crisis target googlealerts,0,Cluster 1,Negative,Neutral
unlike actually take ephesians seriously youre slave pope francis,0,Cluster 1,Negative,Neutral
leonard cohen kurt cobains nirvana lyric namecheck im sorry couldnt spoken young man,0,Cluster 1,Negative,Neutral
problems wmy muscles wen take antidepressants n would like able use medical marijuana,0,Cluster 1,Negative,Neutral
comey still must go,0,Cluster 1,Negative,Neutral
really like earth vr experience exploration killerapp nonfiction,0,Cluster 1,Negative,Neutral
battle change medicare brewing whether trump wants nothttpstcosyfgzyscjyuniteblue notmypresident,0,Cluster 1,Negative,Neutral
many fires reported suspected arson attacks today iaf assisted police apprehending arson,0,Cluster 1,Negative,Neutral
agreed tppborder securityimmigrationfair tradejobssc vital,0,Cluster 1,Negative,Positive
inside expa labs uber cofounders take startup accelerator,0,Cluster 1,Negative,Neutral
president cv ready know positions fill ready trumptransition trumptransitionteam,0,Cluster 1,Negative,Neutral
get hud secretary ben carsons reluctant dont want homeless housing something,0,Cluster 1,Negative,Neutral
john lewis national book award johnlewis nbawards,0,Cluster 1,Negative,Neutral
hillary supporters two zio supremacists point great moments cucks truly care,0,Cluster 1,Negative,Positive
said partime tech job nd partime job making minimum wage bc dont degree got hot asian gf,0,Cluster 1,Negative,Neutral
persona ann trailer,0,Cluster 1,Negative,Neutral
seen fantasticbeasts imax like pokemongo pretend,0,Cluster 1,Negative,Neutral
agreed love deplorables afraid progress,0,Cluster 1,Negative,Positive
entertainment buzz zac efron handsome beefcake hunk underwear set rear candid photograph,0,Cluster 1,Negative,Neutral
true compassion marginalize anyone humiliate exclude,0,Cluster 1,Negative,Positive
spikes dont make next cy young dont know,0,Cluster 1,Negative,Neutral
hahahahahah much westworld season screaming expletives idiot,0,Cluster 1,Negative,Negative
longer brexit indecision drags could people know deep eu referendum result wrong one,0,Cluster 1,Negative,Neutral
electoral college senators per state system rigged right constitution driven demands sla,0,Cluster 1,Negative,Neutral
omg best fifa goal ever fifa psn goal fcbarcelona neymar fcblive,0,Cluster 1,Negative,Neutral
im public pull pair underwear sweatshirt sleeve cant help feel like david blaine magic static,0,Cluster 1,Negative,Neutral
allepo syria thankyouobama thankyouhillary installing democracy loading please wait,0,Cluster 1,Negative,Neutral
ones disputing impact comey letter coverage voting irregularities stark audit needed,0,Cluster 1,Negative,Neutral
hellllllll ya would zac efron,0,Cluster 1,Negative,Neutral
need back massage,0,Cluster 1,Negative,Neutral
thankyouobama deserve sir,0,Cluster 1,Negative,Neutral
everyone google steve bannon shock time lookin share lady today means much date stage america,0,Cluster 1,Negative,Neutral
happy thanksgiving donald melania salt lake city speech v mitt romney also carrier,0,Cluster 1,Negative,Neutral
welcome,0,Cluster 1,Negative,Positive
heard go cubs go song st time sounds like song would play end musical cast comes stage,0,Cluster 1,Negative,Neutral
youve deleted tweet praising marine le pen im guessing didnt really know endorsing,0,Cluster 1,Negative,Neutral
thing rightists done completely done,0,Cluster 1,Negative,Neutral
georgia lawmaker proposes hijab ban withdraws backlash nationalfastfoodday,0,Cluster 1,Negative,Neutral
shalom rimma terrorist rats hamas pay dearly,0,Cluster 1,Negative,Positive
guys slow clap emoji style westworld,0,Cluster 1,Negative,Neutral
