text,cleaned_text,labels
" Yes I know  as my school reports would say `must do much better` Ah well, just in time huh  http://myloc.me/tHq",yes know school reports would say must much better ah well time huh httpmylocmethq,1
" Guilt trips, feeling sick, pressure. stress and too much drama",guilt trips feeling sick pressure stress much drama,1
 selena`s mom congratulations` have a nice day,selenas mom congratulations nice day,1
"AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22",ak flop comes k bet get raised call turn check river rag check bets raise calls,1
"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P",like fridays generally class extended today im starving x haha whine op,1
 My plans for the weekend include working on a paper and driving my guy 2 the airport. Won`t see him for 3 wks.,plans weekend include working paper driving guy airport wont see wks,1
 *taps shoulder* forgotten,taps shoulder forgotten,1
loggade visst min 400e cache i lï¿½rdags!,loggade visst min e cache lrdags,1
I got 5 in English lesson  now drinking sprite,got english lesson drinking sprite,1
 I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,im belleville parents someone offered bus ride orillia mall thought,1
" Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",dreams give rise reality said wouldnt walk dream fly dream believe achieve,1
" Oh no, that`s so annoying! I have the same problem - 14 thighs but 10-12 hips! I hope they catch up soon",oh thats annoying problem thighs hips hope catch soon,1
 I was gonna go for aiden but I had a girl so I went with scarlet,gon na go aiden girl went scarlet,1
"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking",dreading weekend every minute coursework done week learning pages french speaking,1
Woke up late & trying to get **** done before work,woke late trying get done work,1
   your picture makes me thristy EVERYDAY!,picture makes thristy everyday,1
Geocaching.com seems to have a huge delay delivering Pocket Queries,geocachingcom seems huge delay delivering pocket queries,1
" last time I looked, they were about 400. They gave us a demo, so cool",last time looked gave us demo cool,1
nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,nt online today mayb whole next week u havent voted pls httpbitlyhhigd,1
   HAPPY MOTHERS DAY!! LOVE YOU GUYS...,happy mothers day love guys,0
Dreambears were **** compared to their wicked audition,dreambears compared wicked audition,1
 testing.... Hey! I gotta add you as someone to follow,testing hey got ta add someone follow,1
is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,horrible twitterer moved houston apartment awaiting work starting monday real worldnow,1
 I miss you too!!,miss,1
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,ohhh mannnn laid girls economy improve soon,1
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,also hit chin something fell hurts ugh work gon na suck,1
will just take a bath,take bath,1
now there`s a fly in my room,theres fly room,1
*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,moment silence budget im bout b spend wayyy much omg im budget,1
This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,scary hooked wires n printed sum graph ohhhhhh,1
 that sucks!  put some britney on!,sucks put britney,1
Its so dead,dead,1
() 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I`m tired. 7-Aaaand I`m out.,pendulum awesome goodbyes suck shut plz toy story jb movie moro im tired aaaand im,1
rip grandpa  graduation today...,rip grandpa graduation today,1
 Good to see you haven`t lost your sense of humour.  Get well soon,good see havent lost sense humour get well soon,1
the weather in Prague is like the weather in Belgium -> rainy,weather prague like weather belgium rainy,1
 why have i not heard of said show?,heard said show,1
 Not here in Stamford.,stamford,1
"_L Thanks,I think your the first girl to say that...besides my mom",l thanksi think first girl say thatbesides mom,1
Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,walking teignmouth dawlish httptwitpiccomjfk,1
ARG! Eirtaku got hit by stupid bots. So much **** on a kid friendly site.,arg eirtaku got hit stupid bots much kid friendly site,1
"Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...",playing bubblewrap iphone still beats working,1
making my mom a mothers day card,making mom mothers day card,0
stressed beyond BELIEF. need a nap,stressed beyond belief need nap,1
"Going out to eat with my entourage, probably to Fat E`s since they`re closing tomorrow!   watching a movie with Jimmy tonight, text me....",going eat entourage probably fat es since theyre closing tomorrow watching movie jimmy tonight text,2
I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,cant sleep ugh day tomorrow wanting take sleeping pill know ill get late,1
ughhh rejected from the 09 mediation program. SUCKSSSS.,ughhh rejected mediation program suckssss,1
watching jackass. then bed,watching jackass bed,1
"You know for a short week, it certainly dragged",know short week certainly dragged,1
" Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",ok album start listening frank black years found used play pixies,1
home.Going to be a warm day on top of it. Is it Friday yet?,homegoing warm day top friday yet,1
 nothing sweeter than YOUR 4-year-old!,nothing sweeter yearold,1
"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",ginger biscuits rule way urgently need weight scales,1
 Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,yeah want love falling slowly song keeps playing head,1
 Sorry. Not unemployed.,sorry unemployed,1
"OMG, it`s JULY`S LAST DAY!  @ Muchachomalo",omg julys last day muchachomalo,1
"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",hectic day travelling pj uniten back pj working cc office,1
 i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,wish someone would inspire sexy time right ugh thats gon na happen ugh,1
  and I luh you tooooo,luh tooooo,1
"Signing off folk, might be back on later!",signing folk might back later,1
I just wanna be happy,wan na happy,0
 aww poor precious,aww poor precious,1
"blogging, cleaning and chatting while listening to phoenixfm",blogging cleaning chatting listening phoenixfm,1
 Yeahhh... thx. I figured it out,yeahhh thx figured,1
i`m goin to bed now. see ya tomorrow twitter ppl.,im goin bed see ya tomorrow twitter ppl,1
"I go to 'User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test' https://www.xing.com/events/333622 Don`t miss!",go user experience roundtable hamburg detlev fischer accessibility bitv test httpswwwxingcomevents dont miss,1
 It tells me I`m not a member of the private beta  and I`m not going to just start pretending to assassinate people,tells im member private beta im going start pretending assassinate people,2
Ahh feels good to have played guitar hero after months! I suck at it now but  haha,ahh feels good played guitar hero months suck haha,1
" If you think Florida`s heat will be too much, I will reluctantly take your place",think floridas heat much reluctantly take place,1
" mines early nov,,,, will go through it 2 gether buddy!!! Man power",mines early nov go gether buddy man power,1
"gonna have to eat something, I feel so horrid.  I need a hug!",gon na eat something feel horrid need hug,1
RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,ram upgradedone ff still slow disabling addons sure ones make cut honest like sophies choice,1
 nope no love,nope love,1
 Nothing wrong with that samantha,nothing wrong samantha,1
 James and I battle over everything too! It`s kind of a love-hate relationship,james battle everything kind lovehate relationship,1
Cleaning the old apartment today. Yay...,cleaning old apartment today yay,1
listenin do da beach girl5 on itunes,listenin da beach girl itunes,1
Wine and Saginaki with 7 friends = good times,wine saginaki friends good times,1
 I don`t think  will want to come back  (guys read your dms),dont think want come back guys read dms,1
